NUMERAÇÃO;ARTIGO;AUTOR(RES);DOI;ANO DE PUBLICAÇÃO;VEÍCULO DE PUBLICAÇÃO;PAÍS;CONTINENTE;BIOMA;LOCALIDADE;NATUREZA DO ESTUDO;TAMANHO DA ÁREA DE ESTUDO;OBJETO DE ESTUDO;TIPO DE MANEJO; OBSERVAÇÔES;NÚMERO DE CITAÇÕES
34;Comparison of landscape features in organic and conventional farming systems;Van Mansvelt, JD ; Stobbelaar, DJ e Hendricks, K;https://doi.org/10.1016/S0169-2046(98)00060-7;1998;Paisagismo e Planejamento Urbano (revista);Holanda, Alemanha e Suécia;Europa;Floresta Temperada, Taiga e Tundra;Noorderhoeve na área costeira de Schoorl/NW da Holanda, Dottenfelderhof na região de Bad Vilbel/Frankurter na Alemanha, Marienhöhe na área de Bad Saarow/morain no NE da Alemanha e Nibble GDrd na área costeira de Järna/SW da Suécia.;Pesquisa;X;;Agora, para permitir etapas em direção a uma implementação desses critérios bastante gerais, eles são especificados como requisitos na Tabela 1 . Esses critérios podem ser entendidos como projeções das formulações antropocêntricas às complementares pela qualidade complacente da paisagem. Estas especificações baseiam-se numa reunião de cerca de 25 cientistas de vários países da UE e de diferentes disciplinas, todos ativos no campo da investigação e desenvolvimento da paisagem. A reunião foi a primeira de uma Ação Concertada da CE ( Stobbelaar e van Mansvelt, 1994 ).;;32
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Agricultura (de montanha e abandono, contração de 30% em10 anos), Biodiversidade, Pastoreio/ Pastagens;Evidências de áreas montanhosas e de terras baixas remotas sugerem que a agricultura de montanha na Europa corre um alto risco de abandono nos próximos 20 a 30 anos (Terres et al., 2013 , Comissão Europeia, 2011 , FAO, 2006 , NORDREGIO, 2004 ). Isso causaria uma grande transformação dos sistemas pecuários e de suas paisagens ( Querini e Bizzarri, 2009 ), com perdas de biodiversidade e culturais (Beilin et al., 2014 , Roura-Pascual et al., 2005 ).                                                                                                                                                                                                                                                                                                                                                                                      Nos Alpes mediterrâneos da França, o censo agrícola de 2010 revelou uma contração da agricultura alpina em 30% em um período de 10 anos ( Agreste, 2013a , Agreste, 2013b ). As condições biofísicas e o efeito do afastamento são vistos como determinantes fundamentais do abandono da terra ( Brouwer et al., 1997 , Strijker, 2005 , Gellrich et al., 2007 ). As políticas agrícolas e de preservação da natureza, particularmente as medidas para as quais a ajuda é relativamente não direcionada, não têm sido suficientes para evitar um maior declínio na agricultura de montanha e na biodiversidade ( MacDonald et al., 2000 ).;Embora a França tenha adotado políticas ambientais voltadas para a conservação dos habitats naturais e da vida selvagem, que contribuíram para uma “re-naturalização” das montanhas, as respostas dos agricultores sugerem que a presença crescente de lobos é uma grande preocupação, além de problemas institucionais e relacionados ao mercado restrições. Dado que as alterações dos prados, nomeadamente o abandono de terrenos agrícolas nas zonas mediterrânicas, são consideradas problemáticas pelas suas consequências na agricultura, na biodiversidade e na gestão da paisagem, examinamos se os constrangimentos percebidos pelos agricultores estão relacionados com o abandono das terras. mostramos que a percepção dos agricultores sobre a presença do lobo está positivamente associada ao nível de abandono das pastagens alpinas. É o único constrangimento percebido significativamente associado ao abandono da terra. Nossos resultados têm implicações para o desenho de políticas de uso da terra para apoiar a permanência da agricultura de montanha e para ajudar os criadores de gado a enfrentar suas restrições específicas.;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Agricultura de baixa intensidade (extensiva tradicional), Biodiversidade, Resiliência, Agricultura multifuncional;Um descompasso entre a conservação da biodiversidade e a permanência da agricultura de montanha, particularmente a agricultura extensiva tradicional, parece persistir em alguns lugares ( Henle et al., 2008 ). Os múltiplos constrangimentos a ultrapassar para tornar a agricultura de montanha uma atividade resiliente e esforçada são ainda matéria de discussão acadêmica. O debate político centra-se no tipo e nível de intervenção para apoiar a agricultura e reduzir os conflitos com outros usos do espaço rural ( Sandker et al., 2012 ). As paisagens montanhosas podem ser multifuncionais? Como conciliar o duplo objetivo de garantir a permanência da agricultura e a preservação do meio ambiente ( Sayer et al., 2013 )?;A área de estudo está localizada no sul dos Alpes franceses, estendendo-se por quatro dos cinco municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA). Os verões são secos e quentes e os invernos são mais secos em comparação com as zonas alpinas do norte. A área inclui dois ambientes naturais principais: i) o piemonte ou Préalp es du Sud , uma zona montanhosa que inclui pastagens manejadas e matagais (denominados garrigueem francês, uma vegetação perene adaptada a ambientes secos), e ii) a alta montanha, menos seca e coberta por extensas pradarias utilizadas pelos pastores no verão. Criadores de zonas de alta montanha desenvolveram um sistema de cultivo baseado em pastagens extensivas no verão e na capacidade de gado de capim seco e celeiros para manter os rebanhos no inverno. Os criadores do piemonte dependem principalmente da transumância sazonal para maximizar seu acesso à matéria- prima , ou seja, pastando no verão nas altas montanhas e permanecendo no piemonte no inverno. As fazendas de ovinos são principalmente pequenas (entre 300 e 1000 cabeças de gado). Com gestão familiar, suas margens brutas são próximas de zero, com a renda agrícola significativamente sustentada por subsídios públicos ( Desriers et al., 2009 ).;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Agricultura de baixa intensidade, Biodiversidade, Impacto ambiental;Os trade-offs entre agricultura e conservação ambiental precisam ser abordados de forma mais estratégica pelas políticas agrícolas e ambientais. Como os problemas associados à natureza selvagem podem desencadear o abandono agrícola nas áreas mais vulneráveis, a conservação de áreas de alto valor natural torna-se um desafio socioecológico significativo. Espera-se que o futuro CAP 2020 aborde esta questão, incentivando a manutenção das pastagens e integrando melhor as medidas agroambientais com a reflorestação das paisagens europeias. Aumentar os subsídios direcionados para a agricultura extensiva em áreas vulneráveis, como as altas montanhas, é uma abordagem. Outra abordagem é através de medidas específicas para o desenvolvimento rural, conforme proposto à Comissão Europeia pela Assembleia Nacional Francesa para a PAC pós-2020 ( Assemblée Nationale, 2017) relativas a explorações agrícolas com elevados impactos ecológicos, nomeadamente na biodiversidade.;;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Biodiversidade (lobos);Várias espécies, como grandes carnívoros, se beneficiaram da restauração de seu habitat ( Keenleyside e Tucker, 2010 ). As políticas de conservação da biodiversidade contribuíram para um aumento de cerca de 19% da população de lobos, principalmente nos Alpes mediterrânicos e mais recentemente nas terras baixas ( Duchamp e Marboutin, 2016). Em França, o lobo voltou a ser visto em 1992, resultado da migração de animais de Itália, depois de ter desaparecido desde 1930. A caça ao lobo foi proibida até 2016 devido ao compromisso do país com as convenções europeias de conservação da natureza.;Os agricultores destacaram notavelmente o impacto da presença expansiva do lobo na disponibilidade de “pastagens seguras” e as mudanças inesperadas nas práticas de gestão agrícola induzidas pela presença do lobo ? por exemplo, contratar pastores para cuidar do gado, reduzir o alcance do pasto extensivo e construir novos infraestrutura ao redor das fazendas;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Biodiversidade (renaturalização p/promover mudanças de uso da terra em larga escala em direção a natureza + selvagem);Esse poderia ser o caso de iniciativas políticas de “renaturalização”, que visam promover mudanças de uso da terra em larga escala em direção a uma natureza mais selvagem ( Helmer et al., 2016 ). Bem antes de “rewilding” se tornar uma política, muitos fatores facilitaram o surgimento de condições ecológicas e institucionais favoráveis ??à recuperação da vida selvagem. A conservação da vida selvagem europeia e dos habitats naturais foi aprimorada por legislações nacionais e europeias, como a Convenção de Berna de 1982 e a Diretiva Habitats de 1992 ( EEC, 1981 , Boitani e Linnell, 2016). A criação de Áreas Protegidas Nacionalmente Designadas, embora nem sempre criadas com a intenção de conservar os habitats e as espécies que os habitam, têm também favorecido a proteção de regiões montanhosas remotas e de baixa densidade populacional ( Navarro e Pereira, 2016 ).;A agricultura de montanha foi declarada de importância capital pela União Européia (UE) e governos de vários países com uma longa tradição de proteger seussetor agrícola . Várias políticas agrícolas e ambientais foram estabelecidas para apoiar as atividades econômicas nas montanhas e o papel dos agricultores na conservação da biodiversidade. No entanto, os efeitos de algumas políticas ambientais da UE podem ter sido contraproducentes na prevenção e talvez na correção das tendências de abandono de terras e fazendas observadas desde a década de 1970.;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Biodiversidade, Agricultura de baixa intensidade;As chamadas “áreas marginais” abrigam a biodiversidade (Kelly et al., 2015) e desempenham papel importante na conservação das montanhas ( Dengler et al., 2014 ). Estudos anteriores mostraram que o abandono da terra é menos prevalente em áreas altas montanhosas em comparação com as de média altitude ( FAO, 2006 , Hinojosa et al., 2016a ). As populações agrícolas expressam um alto apego ao seu ambiente montanhoso, apesar de suas desvantagens biofísicas ( Garde et al., 2014 , Hinojosa et al., 2016b ). Os sistemas agrícolas de alto valor natural tornaram-se um foco para a conservação da natureza e gestão rural na Europa. O reconhecimento da interdependência da natureza e da sociedade nessas áreas permite superar a clássica oposição entre produção agrícola e riqueza ecológica ( Plieninger e Bieling, 2013 ). No entanto, muitos dos sistemas agrícolas de alto valor natural estão enfrentando a difícil escolha de abandono ou intensificação ( O'Rourke et al., 2012 ).;Apelos por tolerância e adaptação precisam ser acompanhados por políticas de apoio para mudanças nas práticas de manejo do rebanho – por exemplo, uso de cachorros montanheses, cercas eletrificadas e vigilância noturna dos rebanhos.;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Biodiversidade, Agricultura, Zonas úmidas, Floresta/Fragmentos florestais, Impacto ambiental;Tensões potenciais entre a conservação da biodiversidade e as atividades agrícolas em paisagens dominadas por 'sistemas agrícolas de alto valor natural', como os encontrados nos Alpes mediterrâneos, precisam ser gerenciadas ( Alard et al., 2003 , Sancho Comins et al., 1993 ) . Alguns dos impactos da agricultura na conservação da natureza são a fragmentação de paisagens, quebrando populações e habitats de espécies selvagens anteriormente contíguos, conversão maciça de zonas úmidas e ameaças a hotspots de biodiversidade ( Scherr e McNeely, 2008 , Schuyt e Brander, 2004 , Myers et al ., 2002). As terras agrícolas de alto valor natural são mais prevalentes em áreas menos produtivas, por exemplo, no sul da Europa e nas regiões montanhosas ( EEA, 2004 ). Tem sido argumentado que algumas dessas áreas seriam adequadas para a natureza selvagem ( Chapron et al., 2014 ).;Nossos resultados fornecem evidências sobre externalidades percebidas de políticas ambientais voltadas para a conservação da biodiversidade e reflorestamento . Iniciativas pan-europeias como Rewilding Europe ( Sylven et al., 2010) e a Large Carnivore Initiative for Europe (Species Survival Commission of the International Union for the Conservation of Nature [IUCN]) visam restaurar espécies como o lobo.;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Biodiversidade, Reflorestamento;Mudanças que levaram ao reflorestamento das paisagens europeias começaram em meados dde 2000 , apoiadas por rede crescente de áreas protegidas, melhor projetadas para atender critérios de uso múltiplo e por melhor legislação e fiscalização (Helmer et al., 2016). Implementadas desde 2011 graças a ambiente político favorável (por ex., Wilderness Resolution e a nova Estratégia de Biodiversidade da UE), a iniciativa Rewilding Europe fez progressos em termos de agenda política e número de espécies restauradas. A restauração tem sido possível mesmo fora das áreas protegidas destinadas à conservação da vida selvagem, graças à melhoria da opinião pública e da legislação protetora (Chapron et al., 2014 [). No entanto, coexistência humana com grandes carnívoros como lobo é muito controversa, em parte por causa de hostilidade profundamente enraizada em relação à espécie na história e cultura humana ( reves e Karanth, 2003 ). Extensão em que essa percepção influencia práticas de manejo da terra e pecuária dos agricultores deve ser levada em consideração no desenho de políticas para impedir o abandono de terras ( Stanchi et al., 2012 ).;;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Pastoreio/Pastagem (extensivo), Reflorestamento;A França também tem sido proativa no estabelecimento de parques nacionais e regionais, o que poderia ter favorecido indiretamente a presença de carnívoros em áreas onde tradicionalmente ocorre o pastoreio extensivo. A dispersão dos lobos pelos Alpes mediterrâneos aumentou o risco de ataques de lobos ao gado e, portanto, reduziu o espaço para as tradicionais pastoralismo (Vincent, 2011 , Meuret, 2002 . Os agricultores são forçados a mudar suas práticas de manejo de gado para reduzir o risco de cerca de um milhão de ovelhas pastando em pastagens alpinas no verão. Preocupações sobre o impacto geral da reflorestação nas montanhas e abandono da terra e da atividade econômica foram, portanto, levantadas (Garde e Meuret, 2017 ,Vincent, 2011).;Nossos resultados mostram que os agricultores também estão preocupados com a natureza, independentemente da rentabilidade econômica. Como sugerido em outro lugar, isso pode ser explicado pelo papel que os subsídios, as políticas de compensação e possivelmente as atividades não agrícolas desempenham na neutralização das dificuldades econômicas associadas ao ambiente montanhoso marginal e às perdas financeiras devido aos ataques de lobos (Silhol et al., 2006 , Grandmougin et al., 2010 , Dumont e outros, 2016;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Pastoreio/Pastagem, Biodiversidade (lobo), Agricultura;Nosso resultado de que a redução de áreas de pastagens semi-naturais e as preocupações com o lobo estão positivamente associadas suporta a sugestão de que a coexistência de grandes carnívoros e atividade agrícola requer condições particulares de zoneamento de uso da terra, medidas de compensação e tolerância e adaptação ( Garde e Meuret, 2017 ; PASTUM, 2015 ; Vincent, 2011).;;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Reflorestamento, Agricultura, Serviços ecossistêmicos;Num novo contexto agroambiental que inclui um foco na reflorestação de paisagens, nem todas as áreas montanhosas podem ser adequadas para a atividade agrícola ( Terres et al., 2015 , Navarro e Pereira, 2012 ). Além disso, algum nível de abandono da terra pode não ser prejudicial ao fornecimento de serviços ecossistêmicos. Uma focalização espacial de apoio às atividades agrícolas e a uma política rural mais ampla (incluindo atividades não agrícolas) poderia diminuir os conflitos entre a agricultura e a conservação da natureza com um reflorestamento das paisagens. Por exemplo, o abandono de terras em locais caracterizados por paisagens fragmentadas que são economicamente marginais e caracterizadas por baixa intensidade de uso da terra podem contribuir para a restauração de importantes habitats não agrícolas (Keenleyside e Tucker, 2010 ).;;8
35;Constraints to farming in the Mediterranean Alps: Reconciling environmental and agricultural policies;Leonith Hinojosa,Eric F. Lambin,Naoufel Mzoughi, Claude Napoléonec;https://doi.org/10.1016/j.landusepol.2017.11.047;2017;Land Use Policy (revista);França;Europa;Taiga;Sul dos Alpes franceses, estendendo-se pelos municípios que formam a região mediterrânea Provence-Alpes-Cote d'Azur (PACA);Pesquisa;X;Serviços ecossistêmicos, Agricultura, Biodiversidade (lobos);Conciliar a agricultura com a conservação da natureza requer abordagens que integrem as preocupações da sociedade sobre os trade-offs meio ambiente-desenvolvimento (Sayer et al., 2013 , McShane et al., 2011 . Esses trade-offs requerem a consideração dos serviços ecossistêmicos fornecidos pelas paisagens montanhosas agrícolas e os desserviços ecossistêmicos associados, por exemplo, ao repovoamento de lobos, como efeito da política ambiental. Nas zonas montanhosas, combinar a atividade agrícola sustentada e a recuperação da natureza é um desafio para os decisores políticos e exige a participação das partes interessadas tanto na formulação como na implementação das políticas.;;8
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Agricultura (corte e queima);A agricultura de corte e queima envolve cortar todas ou a maioria das árvores em pequenos lotes de floresta (<2–3 ha), queimar o corte para liberar nutrientes no solo e remover a vegetação existente, cultivar os lotes por 1–3 anos e em seguida, abandonando as parcelas à medida que os nutrientes do solo se esgotam ou as ervas daninhas ultrapassam o campo.;;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Agricultura (milho, feijão), Pousio, Rotação de culturas;O milho é cultivado de junho a setembro e o feijão de outubro a janeiro. Uma safra de milho da estação seca às vezes é cultivada para começar o segundo ano, após o qual o local é queimado em maio para reduzir as ervas daninhas e remover o restolho. O campo é plantado com uma rotação de cultura da segunda estação chuvosa e deixado em pousio durante o inverno até a estação seca seguinte, quando pode ser queimado para uma colheita final, completando um ciclo de 2–3 anos. O período de pousio tradicional variou de 5 a 50 anos.;;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Biodiversidade (mudanças composicionais  da flora podem ser melhores indicadores de mudanças funcionais. O domínio de determinadas plantas durante recuperação da vegetação pode desempenhar papel na determinação da função do ecossistema)., Heterogeneidade /Paisagens diversificadas (diversidade e composição da flora), Impacto ambiental, Floresta, Fragmentação (da paisagem afeta recuperação da comunidade);Há três implicações importantes dessas descobertas. Primeiro, a falta de diferenças significativas nas medidas de diversidade, apesar das claras diferenças na composição de espécies e abundância de formas de vida, sugere que as perspectivas de pesquisa ou manejo para a recuperação da comunidade que se concentram apenas ou mesmo em grande parte nas medidas de diversidade de espécies podem ser limitadas. Conforme sugerido por Huston (1997) , Tilman et al. (1997) e Grime (1998), mudanças composicionais podem ser melhores indicadores de mudanças funcionais. O domínio de determinadas plantas durante a recuperação da vegetação pode desempenhar um papel importante na determinação da função do ecossistema. Esses resultados ilustram que a fragmentação do habitat na área de estudo não resultou em perda de diversidade de espécies, mas a fragmentação alterou a composição de espécies, resultando em um maior domínio de espécies mais oportunistas em milpas mais distantes da floresta mais antiga. Obviamente, existem interações de feedback entre microclima, nutrientes do solo e vegetação colonizadora e, embora os dados atuais não separem seus efeitos individuais e interativos, eles ilustram que a fragmentação da paisagem afeta a recuperação da comunidade.;;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Conservação do solo (maconutrientes), Biodiversidade (flora);Diferenças edáficas entre milpas próximas e distantes também podem causar alguns dos padrões de espécies observados. Embora diferenças significativas no status de macronutrientes fossem atribuíveis ao status de milpa, os níveis de amônio diferiram em função da distância, especialmente para milpas em uso. Tais diferenças podem ser responsáveis ??pela variação sistemática na abundância de leguminosas herbáceas, que estão frequentemente presentes em áreas onde os nutrientes são baixos ( Hein e Vinall, 1993 , Posler et al., 1993);fatores edáficos : são aqulees que regulam o solo e que influenciam a distribuição e abundância da flora e fauna. São fatores edáficos do solo por exemplo: a textura do material (areia, cascalho, argila, silte), sua estrutura, porosidade, quantidade de matéria orgânica e lençol freático, entre outros;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Conservação do solo, Agricultura (distância de área natural), Floresta, Fragmentação ( microclima e nutrientes do solo representam filtros abióticos adicionais p/colonização e estabelecimento em paisagens agrícolas fragmentadas), Estudo em escala da paisagem (radiação solar,  temperatura, velocidade do vento e  demanda evapotranspirativa > em paisagens abertas e tais mudanças podem não só tornar fragmentos tropicais + propensos a invasões por espécies de plantas generalistas e sucessionais, como árvores e lianas , mas também alterar caminhos sucessionais na própria matriz da paisagem agrícola). ;O microclima e os nutrientes do solo representam filtros abióticos adicionais para colonização e estabelecimento em paisagens agrícolas fragmentadas. A radiação solar, a temperatura, a velocidade do vento e a demanda evapotranspirativa aumentam em paisagens abertas (Uhl e Kauffman, 1990, Olejnik et al., 2002), e tais mudanças podem não apenas tornar os fragmentos tropicais mais propensos a invasões por espécies de plantas generalistas e sucessionais árvores e lianas (Janzen, 1983 , Laurance, 1991 , Laurance, 1997), mas também pode alterar os caminhos sucessionais na própria matriz da paisagem agrícola. Milpas localizadas em ambientes extremamente abertos teriam regimes microclimáticos muito diferentes de milpas adjacentes a florestas mais antigas (Uhl e Kauffman, 1990 ), o que afetaria a germinação e a sobrevivência e favoreceria táxons oportunistas e generalistas ( Kellman, 1980 , Janzen, 1983 , Laurance, 1997 ). O presente estudo, que indica maior dominância de tais táxons em milpas distantes da floresta, apóia um papel potencial do microclima.;;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Estrutura da paisagem, Biodiversidade (flora), Floresta, Fragmentação, Matriz;Enquanto os dados da vegetação confirmaram que a composição da comunidade estava relacionada à estrutura da paisagem, os resultados não indicaram diferenças significativas na diversidade de espécies ou área basal, frequência e densidade de indivíduos lenhosos associados à proximidade da floresta, provavelmente devido à presença e importância de fontes de sementes dentro da área da matriz agrícola. A chegada, a germinação e o estabelecimento dos propágulos começaram quase imediatamente após a queima e, em uso, as milpas geralmente continham uma variedade de espécies de plantas voluntárias ( Kellman, 1980 , Uhl et al., 1988);;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Floresta, Fragmentação (dispersão);Neste estudo, milpas próximas a florestas intactas apresentaram maiores densidades de táxons lenhosos sucessionais comuns em florestas subtropicais sazonalmente secas (Medina, 1995 , Zimmerman et al., 2000). Algumas dessas espécies (P. tennefolia , Vitis spp) têm sementes dispersas por pássaros que podem estar amplamente dispersas em florestas intactas e em pequenas aberturas de clareiras, mas não em milpas distantes da borda da floresta devido à falta de frutas e poleiros e condições adversas na paisagem aberta que oferecem poucas recompensas por seus vetores de dispersão ( Zimmerman et al., 2000 ). Algumas espécies comuns dispersas pelo vento, como C. vitifolium, também pode estar limitada a milpas perto da floresta devido a intervalos de dispersão curtos, mesmo em habitat aberto, onde a maioria das sementes cai perto do pai ( Augspurger e Hogan, 1983 , Howe e Westley, 1997 ). Por outro lado, muitas trepadeiras herbáceas, leguminosas e gramíneas abundantes em milpas distantes são dispersas por mamíferos e insetos (por exemplo, Desmodium ) e ocorrem regularmente apenas em terras agrícolas em paisagens abertas ( Lambert e Arnason, 1986 , Laurance et al., 1998 ) .;;24
36;Forest fragmentation affects early successional patterns on shifting cultivation fields near Indian Church, Belize;John A Kupfera; Amy L Webbeking; Scott B Franklin;https://doi.org/10.1016/j.agee.2003.11.011;2015;Global Environmental Change (revista);Belize;América Central;Floresta Tropical;Paisagem agrícola ao norte de Indian Church, Belize ;Estudo de caso ;X;Floresta, Fragmentação, Estrutura da paisagem, Agricultura (proximidade de área natural), Pousio (espécies de ervas daninhas desempenhavam função crucial no sequestro e manutenção de nutrientes do solo durante primeiros períodos de pousio), Conservação do solo (lixiviação de nutrientes e erosão).;Em segundo lugar, se a fragmentação alterou a composição vegetal entre as milpas próximas e distantes da floresta, as alterações contínuas na estrutura da paisagem ou nas práticas de cultivo podem ter consequências ainda mais severas. Em muitas áreas, incluindo as próximas ao local de estudo, a agricultura está se tornando mais extensiva e intensiva. Com maior uso e menos exposição a todos os tipos de chuva de sementes, a recuperação do milpa pode ocorrer mais lentamente durante o período de pousio, o que pode resultar em aumento da erosão e lixiviação dos nutrientes do solo. Lambert e Arnason (1986) antecipou esta conclusão quando demonstraram que as espécies de ervas daninhas desempenhavam uma função crucial no seqüestro e manutenção dos nutrientes do solo durante os primeiros períodos de pousio. Esquemas agrícolas mantendo milpas adjacentes a fragmentos florestais mais antigos, plantando espécies lenhosas em milpas em recuperação ( Zimmerman et al., 2000 ) e remodelando lotes agrícolas para minimizar as distâncias da floresta mais antiga ( Silva et al., 1996 ) merecem consideração e pesquisa adicionais .;;24
